title,company,description,requirements,salary,location,email,has_company_logo,has_questions,telecommuting,fraudulent
Technical Lead,Microsoft Corporation,"Exciting opportunity for a Technical Lead at Microsoft Corporation. Work on cutting-edge ML pipelines with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Python, Django, PostgreSQL. Strong analytical and problem-solving abilities. Team player.","$78,000/year","Seattle, WA",careers@microsoft.com,1,1,0,0
Product Manager,Meta Platforms,"Meta Platforms is seeking a talented Product Manager for our Remote office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","3+ years professional experience. Proficiency in Kotlin, Android, Firebase. Excellent communication skills. Experience with agile methodologies.","$124,000/year",Remote,careers@meta.com,1,1,1,0
Senior Software Engineer,Tech Mahindra,"Join our growing engineering team as a Senior Software Engineer. You'll be responsible for building ML models for production and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Scala, Apache Spark, Hadoop. Leadership experience preferred. Strong written and verbal communication.","$108,000/year",Remote,careers@tech.com,1,1,1,0
Business Analyst,Oracle Corporation,"Exciting opportunity for a Business Analyst at Oracle Corporation. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in React, TypeScript, Node.js. Excellent communication skills. Experience with agile methodologies.","$97,000/year","London, UK",careers@oracle.com,1,1,0,0
UX Designer,Salesforce Inc,"Exciting opportunity for a UX Designer at Salesforce Inc. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Ruby on Rails, Redis, PostgreSQL. Strong analytical and problem-solving abilities. Team player.","$185,000/year","New York, NY",careers@salesforce.com,1,1,0,0
Project Manager,Infosys Limited,"Join our growing engineering team as a Project Manager. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of React, TypeScript, Node.js. Leadership experience preferred. Strong written and verbal communication.","$181,000/year",Singapore,careers@infosys.com,1,1,0,0
Earn Daily,,IMMEDIATE START. Earn $3000 weekly. Work from your phone. Send money for materials. No interview process.,,$5000/week,,hiring@yahoo.com,0,0,0,1
Site Reliability Engineer,Tech Mahindra,"Tech Mahindra is seeking a talented Site Reliability Engineer for our Austin, TX office. The ideal candidate will have experience in Swift, iOS, Core Data. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Swift, iOS, Core Data. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$140,000/year","Austin, TX",careers@tech.com,1,1,0,0
Backend Developer,Accenture,"Exciting opportunity for a Backend Developer at Accenture. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Swift, iOS, Core Data. Excellent communication skills. Experience with agile methodologies.","$76,000/year",Remote,careers@accenture.com,1,1,1,0
Solutions Architect,Spotify Technology,"We are looking for an experienced Solutions Architect to join our infrastructure team. You will work on mobile applications using Ruby on Rails, Redis, PostgreSQL. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$123,000/year","San Francisco, CA",careers@spotify.com,1,1,0,0
Machine Learning Engineer,Apple Inc,"Join our growing engineering team as a Machine Learning Engineer. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in Scala, Apache Spark, Hadoop. Excellent communication skills. Experience with agile methodologies.","$185,000/year","Mumbai, India",careers@apple.com,1,1,0,0
Form Filling Job,,URGENT HIRING! Make money fast with our simple online tasks. Guaranteed income. Processing fee applies. Contact via WhatsApp.,,,,work@hotmail.com,0,0,0,1
Data Scientist,Wipro Limited,"We are looking for an experienced Data Scientist to join our data team. You will work on ML pipelines using Swift, iOS, Core Data. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of Swift, iOS, Core Data. Leadership experience preferred. Strong written and verbal communication.","$74,000/year","Hybrid - San Jose, CA",careers@wipro.com,1,0,0,0
Security Analyst,IBM Corporation,"Join our growing engineering team as a Security Analyst. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in Scala, Apache Spark, Hadoop. Excellent communication skills. Experience with agile methodologies.","$181,000/year","Hybrid - San Jose, CA",careers@ibm.com,1,1,0,0
QA Engineer,Netflix Inc,"Join our growing engineering team as a QA Engineer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Swift, iOS, Core Data. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$181,000/year","Seattle, WA",careers@netflix.com,1,1,0,0
Mobile Developer,Spotify Technology,"We're hiring a Mobile Developer to help us build cloud infrastructure. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$83,000/year","Austin, TX",careers@spotify.com,1,1,0,0
Machine Learning Engineer,Infosys Limited,"Infosys Limited is seeking a talented Machine Learning Engineer for our Seattle, WA office. The ideal candidate will have experience in React, TypeScript, Node.js. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in React, TypeScript, Node.js. Strong analytical and problem-solving abilities. Team player.","$70,000/year","Seattle, WA",careers@infosys.com,1,1,0,0
